cat,s,S_counts,trials,freq,condition,animal,oddball,tract,neuron,merged_column,unit,animal_unit,division,BF (kHz),MT (dB),RC (x),depth (z),ML (y),block_type,cat2,FR(s),FR_agg,mean_standard_FR(s),FR_norm
deviant,0.05,102,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,102.0,246.0,5.146417445482866,19.819612590799032
deviant,0.075,1,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,1.0,246.0,5.146417445482866,0.19430992736077482
deviant,0.1,1,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,1.0,246.0,5.146417445482866,0.19430992736077482
deviant,0.125,1,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,1.0,246.0,5.146417445482866,0.19430992736077482
deviant,0.15,1,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,1.0,246.0,5.146417445482866,0.19430992736077482
deviant,0.175,2,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,2.0,246.0,5.146417445482866,0.38861985472154964
deviant,0.2,0,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,0.0,246.0,5.146417445482866,0.0
deviant,0.225,2,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,2.0,246.0,5.146417445482866,0.38861985472154964
deviant,0.25,0,40,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,0.0,246.0,5.146417445482866,0.0
after_deviant,0.025,11,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,11.282051282051283,23.58974358974359,5.146417445482866,2.192214565095921
after_deviant,0.05,10,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,10.256410256410257,23.58974358974359,5.146417445482866,1.9929223319053828
after_deviant,0.075,0,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,0.0,23.58974358974359,5.146417445482866,0.0
after_deviant,0.1,0,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,0.0,23.58974358974359,5.146417445482866,0.0
after_deviant,0.125,1,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,1.0256410256410255,23.58974358974359,5.146417445482866,0.19929223319053826
after_deviant,0.15,1,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,1.0256410256410255,23.58974358974359,5.146417445482866,0.19929223319053826
after_deviant,0.175,0,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,0.0,23.58974358974359,5.146417445482866,0.0
after_deviant,0.2,0,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,0.0,23.58974358974359,5.146417445482866,0.0
after_deviant,0.225,0,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,0.0,23.58974358974359,5.146417445482866,0.0
after_deviant,0.25,0,39,32900.0,1,21_015,10-1-ODD-10-9-F4,1,-,21_015_10-1-ODD-10-9-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_1,,0.0,23.58974358974359,5.146417445482866,0.0
standard,0.025,98,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,12.25,44.75,4.475,2.7374301675977657
standard,0.05,87,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,10.875,44.75,4.475,2.4301675977653634
standard,0.075,43,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,5.375,44.75,4.475,1.2011173184357542
standard,0.1,32,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,4.0,44.75,4.475,0.893854748603352
standard,0.125,14,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,1.75,44.75,4.475,0.3910614525139665
standard,0.15,5,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.625,44.75,4.475,0.13966480446927376
standard,0.175,17,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,2.125,44.75,4.475,0.4748603351955308
standard,0.2,15,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,1.875,44.75,4.475,0.4189944134078213
standard,0.225,19,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,2.375,44.75,4.475,0.5307262569832403
standard,0.25,28,320,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,3.5,44.75,4.475,0.782122905027933
deviant,0.025,160,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,160.0,248.0,4.475,35.75418994413408
deviant,0.05,82,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,82.0,248.0,4.475,18.324022346368718
deviant,0.075,1,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,1.0,248.0,4.475,0.223463687150838
deviant,0.1,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,248.0,4.475,0.0
deviant,0.125,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,248.0,4.475,0.0
deviant,0.15,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,248.0,4.475,0.0
deviant,0.175,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,248.0,4.475,0.0
deviant,0.2,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,248.0,4.475,0.0
deviant,0.225,2,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,2.0,248.0,4.475,0.446927374301676
deviant,0.25,3,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,3.0,248.0,4.475,0.670391061452514
after_deviant,0.025,10,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,10.0,20.0,4.475,2.23463687150838
after_deviant,0.05,7,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,7.0,20.0,4.475,1.564245810055866
after_deviant,0.075,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,20.0,4.475,0.0
after_deviant,0.1,1,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,1.0,20.0,4.475,0.223463687150838
after_deviant,0.125,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,20.0,4.475,0.0
after_deviant,0.15,1,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,1.0,20.0,4.475,0.223463687150838
after_deviant,0.175,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,20.0,4.475,0.0
after_deviant,0.2,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,20.0,4.475,0.0
after_deviant,0.225,1,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,1.0,20.0,4.475,0.223463687150838
after_deviant,0.25,0,40,23240.0,1,21_015,10-1-ODD-9-10-C1,1,-,21_015_10-1-ODD-9-10-C1,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,control_block_2,,0.0,20.0,4.475,0.0
standard,0.025,27,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,3.375,22.625,4.475,0.7541899441340782
standard,0.05,46,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,5.75,22.625,4.475,1.2849162011173185
standard,0.075,33,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,4.125,22.625,4.475,0.9217877094972068
standard,0.1,23,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,2.875,22.625,4.475,0.6424581005586593
standard,0.125,6,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.75,22.625,4.475,0.1675977653631285
standard,0.15,7,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.875,22.625,4.475,0.19553072625698326
standard,0.175,13,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,1.625,22.625,4.475,0.36312849162011174
standard,0.2,5,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.625,22.625,4.475,0.13966480446927376
standard,0.225,9,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,1.125,22.625,4.475,0.25139664804469275
standard,0.25,12,320,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,1.5,22.625,4.475,0.335195530726257
deviant,0.025,122,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,122.0,304.0,4.475,27.262569832402235
deviant,0.05,158,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,158.0,304.0,4.475,35.3072625698324
deviant,0.075,15,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,15.0,304.0,4.475,3.3519553072625703
deviant,0.1,2,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,2.0,304.0,4.475,0.446927374301676
deviant,0.125,0,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.0,304.0,4.475,0.0
deviant,0.15,0,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.0,304.0,4.475,0.0
deviant,0.175,0,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.0,304.0,4.475,0.0
deviant,0.2,0,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.0,304.0,4.475,0.0
deviant,0.225,2,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,2.0,304.0,4.475,0.446927374301676
deviant,0.25,5,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,5.0,304.0,4.475,1.11731843575419
after_deviant,0.025,6,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,6.0,20.0,4.475,1.340782122905028
after_deviant,0.05,10,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,10.0,20.0,4.475,2.23463687150838
after_deviant,0.075,1,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,1.0,20.0,4.475,0.223463687150838
after_deviant,0.1,0,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.0,20.0,4.475,0.0
after_deviant,0.125,1,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,1.0,20.0,4.475,0.223463687150838
after_deviant,0.15,0,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.0,20.0,4.475,0.0
after_deviant,0.175,0,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.0,20.0,4.475,0.0
after_deviant,0.2,0,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,0.0,20.0,4.475,0.0
after_deviant,0.225,1,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,1.0,20.0,4.475,0.223463687150838
after_deviant,0.25,1,40,23240.0,1,21_015,10-1-ODD-9-10-F2,1,-,21_015_10-1-ODD-9-10-F2,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,effect_block_2,,1.0,20.0,4.475,0.223463687150838
standard,0.025,54,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,6.728971962616822,40.24922118380062,4.475,1.503680885500966
standard,0.05,182,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,22.6791277258567,40.24922118380062,4.475,5.067961502984738
standard,0.075,45,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,5.607476635514018,40.24922118380062,4.475,1.2530674045841383
standard,0.1,15,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,1.8691588785046729,40.24922118380062,4.475,0.41768913486137943
standard,0.125,4,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.4984423676012461,40.24922118380062,4.475,0.11138376929636785
standard,0.15,1,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.12461059190031153,40.24922118380062,4.475,0.027845942324091964
standard,0.175,6,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.7476635514018691,40.24922118380062,4.475,0.16707565394455176
standard,0.2,2,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.24922118380062305,40.24922118380062,4.475,0.05569188464818393
standard,0.225,10,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,1.2461059190031152,40.24922118380062,4.475,0.2784594232409196
standard,0.25,4,321,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.4984423676012461,40.24922118380062,4.475,0.11138376929636785
deviant,0.025,148,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,148.0,239.0,4.475,33.072625698324025
deviant,0.05,88,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,88.0,239.0,4.475,19.664804469273744
deviant,0.075,1,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,1.0,239.0,4.475,0.223463687150838
deviant,0.1,0,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.0,239.0,4.475,0.0
deviant,0.125,0,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.0,239.0,4.475,0.0
deviant,0.15,1,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,1.0,239.0,4.475,0.223463687150838
deviant,0.175,1,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,1.0,239.0,4.475,0.223463687150838
deviant,0.2,0,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.0,239.0,4.475,0.0
deviant,0.225,0,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.0,239.0,4.475,0.0
deviant,0.25,0,40,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.0,239.0,4.475,0.0
after_deviant,0.025,12,39,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,12.307692307692308,51.282051282051285,4.475,2.7503223033949293
after_deviant,0.05,33,39,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,33.84615384615385,51.282051282051285,4.475,7.563386334336056
after_deviant,0.075,2,39,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,2.051282051282051,51.282051282051285,4.475,0.4583870505658215
after_deviant,0.1,0,39,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.0,51.282051282051285,4.475,0.0
after_deviant,0.125,0,39,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.0,51.282051282051285,4.475,0.0
after_deviant,0.15,1,39,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,1.0256410256410255,51.282051282051285,4.475,0.22919352528291076
after_deviant,0.175,1,39,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,1.0256410256410255,51.282051282051285,4.475,0.22919352528291076
after_deviant,0.2,0,39,23240.0,1,21_015,10-1-ODD-9-10-F4,1,-,21_015_10-1-ODD-9-10-F4,10-1,21_015_10-1,AAF,28.5,15.0,3400.0,493.0,4250.0,rec_block_2,,0.0,51.282051282051285,4.475,0.0
